2004,dec,1,New Zealand NZL,90.9
2004,dec,2,Australia AUS,88.58
2004,dec,3,England ENG,86.59
2004,dec,4,South Africa RSA,84.74
2004,dec,5,France FRA,83.7
2004,dec,6,Ireland IRE,82.61
2004,dec,7,Argentina ARG,78.67
2004,dec,8,Wales WAL,76.91
2004,dec,9,Scotland SCO,74.65
2004,dec,10,Fiji FJI,73.27
2004,dec,11,Italy ITA,72.51
2004,dec,12,Samoa SAM,71.03
2004,dec,13,Romania ROM,68.78
2004,dec,14,Canada CAN,68.09
2004,dec,15,Uruguay URU,66.92
2004,dec,16,USA USA,66.4
2004,dec,17,Portugal POR,65.8
2004,dec,18,Japan JPN,64.83
2004,dec,19,Tonga TGA,62.72
2004,dec,20,Georgia GEO,61.08
2004,dec,21,Korea KOR,60.24
2004,dec,22,Morocco MAR,59.94
2004,dec,23,Namibia NAM,59.38
2004,dec,24,Chile CHL,58.79
2004,dec,25,Russia RUS,58.15
2004,dec,26,Ukraine UKR,57.84
2004,dec,27,Czech Republic CZE,56.64
2004,dec,28,Hong Kong HKG,55.53
2004,dec,29,Germany GER,55.16
2004,dec,30,Tunisia TUN,54.09
2004,dec,31,Netherlands NED,53.5
2004,dec,32,Spain ESP,53.43
2004,dec,33,Paraguay PAR,53.18
2004,dec,34,Poland POL,52.7
2004,dec,35,Brazil BRA,51.55
2004,dec,36,Chinese Taipei TPE,51.24
2004,dec,37,Croatia CRO,49.99
2004,dec,38,Moldova MDA,49.21
2004,dec,39,Switzerland SUI,49.08
2004,dec,40,Cote D'Ivoire CIV,48.87
2004,dec,41,China CHN,48.82
2004,dec,42,Denmark DEN,48.31
2004,dec,43,Singapore SIN,48.01
2004,dec,44,Madagascar MAD,47.57
2004,dec,45,Zimbabwe ZIM,47.36
2004,dec,46,Venezuela VEN,47.33
2004,dec,47,Sweden SWE,47.24
2004,dec,48,Kenya KEN,46.67
2004,dec,49,Kazakhstan KAZ,46.64
2004,dec,50,Belgium BEL,46.55
2004,dec,51,Trinidad & Tobago TRI,46.36
2004,dec,52,Arabian Gulf AER,45.78
2004,dec,53,Slovenia SVN,45.39
2004,dec,54,Malta MLT,45.02
2004,dec,55,Cook Islands COK,44.68
2004,dec,56,Bermuda BER,44.57
2004,dec,57,Peru PER,44.16
2004,dec,58,Sri Lanka SRI,44.05
2004,dec,59,Cayman Islands CAY,43.97
2004,dec,60,Andorra AND,43.94
2004,dec,61,Thailand THA,43.58
2004,dec,62,Papua New Guinea PNG,43.52
2004,dec,63,Latvia LAT,43.47
2004,dec,64,Zambia ZAM,43.09
2004,dec,65,Serbia SRB,42.3
2004,dec,66,Lithuania LTU,42.22
2004,dec,67,Uganda UGA,41.96
2004,dec,68,Niue Island NIU,40.83
2004,dec,69,Malaysia MAS,40.8
2004,dec,70,Luxembourg LUX,40.69
2004,dec,71,Guam GUM,40
2004,dec,71,St Lucia LCA,40
2004,dec,71,St Vincent and the Grenadines SVG,40
2004,dec,74,Austria AUT,39.85
2004,dec,75,Solomon Islands SOL,39.67
2004,dec,76,Cameroon CAM,38.97
2004,dec,77,Guyana GUY,38.95
2004,dec,78,Monaco MON,38.81
2004,dec,79,Barbados BRB,38.48
2004,dec,80,Hungary HUN,38.46
2004,dec,81,Nigeria NGA,38.35
2004,dec,82,Botswana BWA,38.25
2004,dec,83,Senegal SEN,38.02
2004,dec,84,Colombia COL,37.95
2004,dec,85,Jamaica JAM,37.93
2004,dec,86,Tahiti PYF,37.62
2004,dec,87,Swaziland SWZ,37.01
2004,dec,88,Bulgaria BUL,36.26
2004,dec,89,Vanuatu VAN,35.67
2004,dec,90,Israel ISR,35.42
2004,dec,91,India IND,34.62
2004,dec,92,Norway NOR,34.4
2004,dec,93,Bahamas BHS,34.2
2004,dec,94,Bosnia & Herzegovina BIH,30.53
2004,dec,95,Finland FIN,29.66
2004,nov,1,New Zealand NZL,89.63
2004,nov,2,Australia AUS,87.86
2004,nov,3,England ENG,87.3
2004,nov,4,France FRA,86.05
2004,nov,5,South Africa RSA,85.49
2004,nov,6,Ireland IRE,81.03
2004,nov,7,Wales WAL,77.43
2004,nov,8,Argentina ARG,77.05
2004,nov,9,Scotland SCO,75.5
2004,nov,10,Fiji FJI,73.27
2004,nov,11,Italy ITA,71.73
2004,nov,12,Samoa SAM,71.03
2004,nov,13,Canada CAN,68.68
2004,nov,14,Romania ROM,68.19
2004,nov,15,USA USA,66.59
2004,nov,16,Uruguay URU,65.66
2004,nov,17,Portugal POR,64.66
2004,nov,18,Japan JPN,63.36
2004,nov,19,Tonga TGA,62.72
2004,nov,20,Morocco MAR,61.56
2004,nov,21,Korea KOR,61.2
2004,nov,22,Georgia GEO,61.06
2004,nov,23,Russia RUS,59.41
2004,nov,24,Ukraine UKR,58.92
2004,nov,25,Chile CHL,58.87
2004,nov,26,Namibia NAM,57.77
2004,nov,27,Czech Republic CZE,56.83
2004,nov,28,Hong Kong HKG,55.76
2004,nov,29,Germany GER,54.28
2004,nov,30,Tunisia TUN,54.09
2004,nov,31,Netherlands NED,53.5
2004,nov,32,Spain ESP,53.43
2004,nov,33,Paraguay PAR,53.18
2004,nov,34,Chinese Taipei TPE,51.93
2004,nov,35,Poland POL,51.56
2004,nov,36,Brazil BRA,50.45
2004,nov,37,Croatia CRO,49.87
2004,nov,38,Switzerland SUI,49.08
2004,nov,39,Arabian Gulf AER,48.98
2004,nov,40,Denmark DEN,48.96
2004,nov,41,Cote D'Ivoire CIV,48.87
2004,nov,42,Moldova MDA,48.77
2004,nov,43,China CHN,48.17
2004,nov,44,Madagascar MAD,47.57
2004,nov,45,Zimbabwe ZIM,47.36
2004,nov,46,Sweden SWE,46.99
2004,nov,47,Venezuela VEN,46.98
2004,nov,48,Kazakhstan KAZ,46.89
2004,nov,49,Kenya KEN,46.67
2004,nov,50,Trinidad & Tobago TRI,46.36
2004,nov,51,Malta MLT,46.16
2004,nov,52,Belgium BEL,46.06
2004,nov,53,Slovenia SVN,45.38
2004,nov,54,Peru PER,45.3
2004,nov,55,Singapore SIN,45.25
2004,nov,56,Sri Lanka SRI,44.71
2004,nov,57,Cook Islands COK,44.68
2004,nov,58,Bermuda BER,44.57
2004,nov,59,Andorra AND,44.06
2004,nov,60,Cayman Islands CAY,43.97
2004,nov,61,Latvia LAT,43.96
2004,nov,62,Papua New Guinea PNG,43.52
2004,nov,63,Zambia ZAM,43.09
2004,nov,64,Thailand THA,42.87
2004,nov,65,Lithuania LTU,42.47
2004,nov,66,Serbia SRB,42.09
2004,nov,67,Uganda UGA,41.96
2004,nov,68,Luxembourg LUX,41.36
2004,nov,69,Niue Island NIU,40.83
2004,nov,70,Malaysia MAS,40.8
2004,nov,71,Guam GUM,40
2004,nov,71,St Lucia LCA,40
2004,nov,71,St Vincent and the Grenadines SVG,40
2004,nov,74,Nigeria NGA,39.87
2004,nov,75,Austria AUT,39.85
2004,nov,76,Solomon Islands SOL,39.67
2004,nov,77,Cameroon CAM,38.97
2004,nov,78,Guyana GUY,38.95
2004,nov,79,Monaco MON,38.81
2004,nov,80,Barbados BRB,38.48
2004,nov,81,Hungary HUN,38.47
2004,nov,82,Colombia COL,38.26
2004,nov,83,Senegal SEN,38.02
2004,nov,84,Jamaica JAM,37.93
2004,nov,85,Tahiti PYF,37.62
2004,nov,86,Swaziland SWZ,37.01
2004,nov,87,Botswana BWA,36.73
2004,nov,88,Bulgaria BUL,36.42
2004,nov,89,Vanuatu VAN,35.67
2004,nov,90,Israel ISR,35.42
2004,nov,91,India IND,34.62
2004,nov,92,Norway NOR,34.4
2004,nov,93,Bahamas BHS,34.2
2004,nov,94,Bosnia & Herzegovina BIH,30.53
2004,nov,95,Finland FIN,29.7
2004,oct,1,New Zealand NZL,89.63
2004,oct,2,Australia AUS,87.86
2004,oct,3,England ENG,87.3
2004,oct,4,France FRA,86.05
2004,oct,5,South Africa RSA,85.49
2004,oct,6,Ireland IRE,81.03
2004,oct,7,Wales WAL,77.43
2004,oct,8,Argentina ARG,77.05
2004,oct,9,Scotland SCO,75.5
2004,oct,10,Fiji FJI,73.27
2004,oct,11,Italy ITA,71.73
2004,oct,12,Samoa SAM,71.03
2004,oct,13,Canada CAN,68.68
2004,oct,14,Romania ROM,68.19
2004,oct,15,USA USA,66.59
2004,oct,16,Uruguay URU,65.66
2004,oct,17,Portugal POR,64.66
2004,oct,18,Japan JPN,63.36
2004,oct,19,Tonga TGA,62.72
2004,oct,20,Morocco MAR,61.56
2004,oct,21,Korea KOR,61.2
2004,oct,22,Georgia GEO,61.06
2004,oct,23,Russia RUS,59.41
2004,oct,24,Ukraine UKR,58.92
2004,oct,25,Chile CHL,58.87
2004,oct,26,Namibia NAM,57.77
2004,oct,27,Czech Republic CZE,56.83
2004,oct,28,Hong Kong HKG,55.76
2004,oct,29,Germany GER,54.28
2004,oct,30,Tunisia TUN,54.09
2004,oct,31,Netherlands NED,53.5
2004,oct,32,Spain ESP,53.43
2004,oct,33,Chinese Taipei TPE,51.93
2004,oct,34,Switzerland SUI,51.89
2004,oct,35,Brazil BRA,51.56
2004,oct,36,Paraguay PAR,51.25
2004,oct,37,Poland POL,50.74
2004,oct,38,Croatia CRO,49.33
2004,oct,39,Arabian Gulf AER,48.98
2004,oct,40,Denmark DEN,48.96
2004,oct,41,Cote D'Ivoire CIV,48.87
2004,oct,42,Moldova MDA,48.77
2004,oct,43,China CHN,48.17
2004,oct,44,Madagascar MAD,47.57
2004,oct,45,Zimbabwe ZIM,47.36
2004,oct,46,Venezuela VEN,46.98
2004,oct,47,Kazakhstan KAZ,46.89
2004,oct,48,Kenya KEN,46.67
2004,oct,49,Trinidad & Tobago TRI,46.36
2004,oct,50,Belgium BEL,46.06
2004,oct,51,Slovenia SVN,45.91
2004,oct,52,Peru PER,45.75
2004,oct,53,Sweden SWE,45.75
2004,oct,54,Singapore SIN,45.25
2004,oct,55,Latvia LAT,45.21
2004,oct,56,Sri Lanka SRI,44.71
2004,oct,57,Cook Islands COK,44.68
2004,oct,58,Bermuda BER,44.57
2004,oct,59,Malta MLT,44.17
2004,oct,60,Cayman Islands CAY,43.97
2004,oct,61,Papua New Guinea PNG,43.52
2004,oct,62,Andorra AND,43.13
2004,oct,63,Zambia ZAM,43.09
2004,oct,64,Thailand THA,42.87
2004,oct,65,Serbia SRB,42.09
2004,oct,66,Uganda UGA,41.96
2004,oct,67,Luxembourg LUX,41.36
2004,oct,68,Lithuania LTU,41.2
2004,oct,69,Niue Island NIU,40.83
2004,oct,70,Malaysia MAS,40.8
2004,oct,71,Guam GUM,40
2004,oct,71,St Lucia LCA,40
2004,oct,71,St Vincent and the Grenadines SVG,40
2004,oct,74,Nigeria NGA,39.87
2004,oct,75,Austria AUT,39.85
2004,oct,76,Solomon Islands SOL,39.67
2004,oct,77,Hungary HUN,39.4
2004,oct,78,Cameroon CAM,38.97
2004,oct,79,Guyana GUY,38.95
2004,oct,80,Monaco MON,38.81
2004,oct,81,Colombia COL,38.63
2004,oct,82,Barbados BRB,38.48
2004,oct,83,Senegal SEN,38.02
2004,oct,84,Jamaica JAM,37.93
2004,oct,85,Tahiti PYF,37.62
2004,oct,86,Swaziland SWZ,37.01
2004,oct,87,Botswana BWA,36.73
2004,oct,88,Israel ISR,36.69
2004,oct,89,Bulgaria BUL,36.42
2004,oct,90,Vanuatu VAN,35.67
2004,oct,91,India IND,34.62
2004,oct,92,Norway NOR,34.4
2004,oct,93,Bahamas BHS,34.2
2004,oct,94,Bosnia & Herzegovina BIH,30.53
2004,oct,95,Finland FIN,29.7
2004,sep,1,New Zealand NZL,89.63
2004,sep,2,Australia AUS,87.86
2004,sep,3,England ENG,87.3
2004,sep,4,France FRA,86.05
2004,sep,5,South Africa RSA,85.49
2004,sep,6,Ireland IRE,81.03
2004,sep,7,Wales WAL,77.43
2004,sep,8,Argentina ARG,77.05
2004,sep,9,Scotland SCO,75.5
2004,sep,10,Fiji FJI,73.27
2004,sep,11,Italy ITA,71.73
2004,sep,12,Samoa SAM,71.03
2004,sep,13,Canada CAN,68.68
2004,sep,14,Romania ROM,68.19
2004,sep,15,USA USA,66.59
2004,sep,16,Uruguay URU,65.66
2004,sep,17,Portugal POR,64.66
2004,sep,18,Japan JPN,63.36
2004,sep,19,Tonga TGA,62.72
2004,sep,20,Morocco MAR,61.56
2004,sep,21,Korea KOR,61.2
2004,sep,22,Georgia GEO,61.06
2004,sep,23,Russia RUS,59.41
2004,sep,24,Ukraine UKR,58.92
2004,sep,25,Chile CHL,58.87
2004,sep,26,Namibia NAM,57.77
2004,sep,27,Czech Republic CZE,56.83
2004,sep,28,Hong Kong HKG,55.76
2004,sep,29,Germany GER,54.28
2004,sep,30,Tunisia TUN,54.09
2004,sep,31,Netherlands NED,53.5
2004,sep,32,Spain ESP,53.43
2004,sep,33,Chinese Taipei TPE,51.93
2004,sep,34,Switzerland SUI,51.89
2004,sep,35,Brazil BRA,51.56
2004,sep,36,Paraguay PAR,51.25
2004,sep,37,Poland POL,50.74
2004,sep,38,Croatia CRO,49.33
2004,sep,39,Arabian Gulf AER,48.98
2004,sep,40,Denmark DEN,48.96
2004,sep,41,Cote D'Ivoire CIV,48.87
2004,sep,42,Moldova MDA,48.77
2004,sep,43,China CHN,48.17
2004,sep,44,Madagascar MAD,47.57
2004,sep,45,Zimbabwe ZIM,47.02
2004,sep,46,Venezuela VEN,46.98
2004,sep,47,Kazakhstan KAZ,46.89
2004,sep,48,Kenya KEN,46.67
2004,sep,49,Trinidad & Tobago TRI,46.36
2004,sep,50,Belgium BEL,46.06
2004,sep,51,Slovenia SVN,45.91
2004,sep,52,Peru PER,45.75
2004,sep,53,Sweden SWE,45.75
2004,sep,54,Singapore SIN,45.25
2004,sep,55,Latvia LAT,45.21
2004,sep,56,Sri Lanka SRI,44.71
2004,sep,57,Cook Islands COK,44.68
2004,sep,58,Bermuda BER,44.57
2004,sep,59,Malta MLT,44.17
2004,sep,60,Cayman Islands CAY,43.97
2004,sep,61,Papua New Guinea PNG,43.52
2004,sep,62,Zambia ZAM,43.09
2004,sep,63,Thailand THA,42.87
2004,sep,64,Andorra AND,42.6
2004,sep,65,Uganda UGA,42.3
2004,sep,66,Serbia SRB,42.09
2004,sep,67,Luxembourg LUX,41.36
2004,sep,68,Lithuania LTU,41.2
2004,sep,69,Niue Island NIU,40.83
2004,sep,70,Malaysia MAS,40.8
2004,sep,71,Guam GUM,40
2004,sep,71,St Lucia LCA,40
2004,sep,71,St Vincent and the Grenadines SVG,40
2004,sep,74,Nigeria NGA,39.87
2004,sep,75,Solomon Islands SOL,39.67
2004,sep,76,Hungary HUN,39.4
2004,sep,77,Austria AUT,39.06
2004,sep,78,Cameroon CAM,38.97
2004,sep,79,Guyana GUY,38.95
2004,sep,80,Monaco MON,38.81
2004,sep,81,Colombia COL,38.63
2004,sep,82,Barbados BRB,38.48
2004,sep,83,Senegal SEN,38.02
2004,sep,84,Jamaica JAM,37.93
2004,sep,85,Swaziland SWZ,37.92
2004,sep,86,Tahiti PYF,37.62
2004,sep,87,Israel ISR,36.69
2004,sep,88,Botswana BWA,35.82
2004,sep,89,Vanuatu VAN,35.67
2004,sep,90,Bulgaria BUL,35.08
2004,sep,91,Norway NOR,34.93
2004,sep,92,India IND,34.62
2004,sep,93,Bahamas BHS,34.2
2004,sep,94,Bosnia & Herzegovina BIH,31.32
2004,sep,95,Finland FIN,31.05
2004,aug,1,New Zealand NZL,92.31
2004,aug,2,Australia AUS,87.65
2004,aug,3,England ENG,87.3
2004,aug,4,France FRA,86.05
2004,aug,5,South Africa RSA,83.02
2004,aug,6,Ireland IRE,81.03
2004,aug,7,Wales WAL,77.43
2004,aug,8,Argentina ARG,77.05
2004,aug,9,Scotland SCO,75.5
2004,aug,10,Fiji FJI,73.27
2004,aug,11,Italy ITA,71.73
2004,aug,12,Samoa SAM,71.03
2004,aug,13,Canada CAN,68.68
2004,aug,14,Romania ROM,68.19
2004,aug,15,USA USA,66.59
2004,aug,16,Uruguay URU,65.66
2004,aug,17,Portugal POR,64.66
2004,aug,18,Japan JPN,63.36
2004,aug,19,Tonga TGA,62.72
2004,aug,20,Morocco MAR,61.56
2004,aug,21,Korea KOR,61.2
2004,aug,22,Georgia GEO,61.06
2004,aug,23,Russia RUS,59.41
2004,aug,24,Ukraine UKR,58.92
2004,aug,25,Chile CHL,58.87
2004,aug,26,Namibia NAM,57.77
2004,aug,27,Czech Republic CZE,56.83
2004,aug,28,Hong Kong HKG,55.76
2004,aug,29,Germany GER,54.28
2004,aug,30,Tunisia TUN,54.09
2004,aug,31,Netherlands NED,53.5
2004,aug,32,Spain ESP,53.43
2004,aug,33,Chinese Taipei TPE,51.93
2004,aug,34,Switzerland SUI,51.89
2004,aug,35,Brazil BRA,51.56
2004,aug,36,Paraguay PAR,51.25
2004,aug,37,Poland POL,50.74
2004,aug,38,Croatia CRO,49.33
2004,aug,39,Arabian Gulf AER,48.98
2004,aug,40,Denmark DEN,48.96
2004,aug,41,Cote D'Ivoire CIV,48.87
2004,aug,42,Moldova MDA,48.77
2004,aug,43,Madagascar MAD,48.2
2004,aug,44,China CHN,48.17
2004,aug,45,Zimbabwe ZIM,47.83
2004,aug,46,Venezuela VEN,46.98
2004,aug,47,Kazakhstan KAZ,46.89
2004,aug,48,Trinidad & Tobago TRI,46.36
2004,aug,49,Belgium BEL,46.06
2004,aug,50,Slovenia SVN,45.91
2004,aug,51,Peru PER,45.75
2004,aug,52,Sweden SWE,45.75
2004,aug,53,Kenya KEN,45.69
2004,aug,54,Singapore SIN,45.25
2004,aug,55,Latvia LAT,45.21
2004,aug,56,Sri Lanka SRI,44.71
2004,aug,57,Bermuda BER,44.57
2004,aug,58,Malta MLT,44.17
2004,aug,59,Cook Islands COK,44
2004,aug,60,Cayman Islands CAY,43.97
2004,aug,61,Zambia ZAM,43.82
2004,aug,62,Papua New Guinea PNG,43.52
2004,aug,63,Thailand THA,42.87
2004,aug,64,Andorra AND,42.6
2004,aug,65,Serbia SRB,42.09
2004,aug,66,Niue Island NIU,41.51
2004,aug,67,Luxembourg LUX,41.36
2004,aug,68,Lithuania LTU,41.2
2004,aug,69,Uganda UGA,41.11
2004,aug,70,Malaysia MAS,40.8
2004,aug,71,Guam GUM,40
2004,aug,71,St Lucia LCA,40
2004,aug,71,St Vincent and the Grenadines SVG,40
2004,aug,74,Nigeria NGA,39.87
2004,aug,75,Solomon Islands SOL,39.67
2004,aug,76,Hungary HUN,39.4
2004,aug,77,Austria AUT,39.06
2004,aug,78,Cameroon CAM,38.97
2004,aug,79,Guyana GUY,38.95
2004,aug,80,Monaco MON,38.81
2004,aug,81,Colombia COL,38.63
2004,aug,82,Barbados BRB,38.48
2004,aug,83,Senegal SEN,38.02
2004,aug,84,Jamaica JAM,37.93
2004,aug,85,Swaziland SWZ,37.92
2004,aug,86,Tahiti PYF,37.62
2004,aug,87,Israel ISR,36.69
2004,aug,88,Botswana BWA,35.82
2004,aug,89,Vanuatu VAN,35.67
2004,aug,90,Bulgaria BUL,35.08
2004,aug,91,Norway NOR,34.93
2004,aug,92,India IND,34.62
2004,aug,93,Bahamas BHS,34.2
2004,aug,94,Bosnia & Herzegovina BIH,31.32
2004,aug,95,Finland FIN,31.05
2004,jul,1,New Zealand NZL,92.01
2004,jul,2,Australia AUS,87.94
2004,jul,3,England ENG,87.3
2004,jul,4,France FRA,86.05
2004,jul,5,South Africa RSA,83.02
2004,jul,6,Ireland IRE,81.03
2004,jul,7,Wales WAL,77.43
2004,jul,8,Argentina ARG,77.05
2004,jul,9,Scotland SCO,75.5
2004,jul,10,Fiji FJI,73.27
2004,jul,11,Italy ITA,71.15
2004,jul,12,Samoa SAM,71.03
2004,jul,13,Canada CAN,68.68
2004,jul,14,Romania ROM,68.19
2004,jul,15,USA USA,66.59
2004,jul,16,Uruguay URU,65.66
2004,jul,17,Portugal POR,64.66
2004,jul,18,Japan JPN,63.93
2004,jul,19,Tonga TGA,62.72
2004,jul,20,Morocco MAR,61.56
2004,jul,21,Korea KOR,61.2
2004,jul,22,Georgia GEO,61.06
2004,jul,23,Russia RUS,59.41
2004,jul,24,Ukraine UKR,58.92
2004,jul,25,Chile CHL,58.87
2004,jul,26,Namibia NAM,57.77
2004,jul,27,Czech Republic CZE,56.83
2004,jul,28,Hong Kong HKG,55.76
2004,jul,29,Germany GER,54.28
2004,jul,30,Tunisia TUN,54.09
2004,jul,31,Netherlands NED,53.5
2004,jul,32,Spain ESP,53.43
2004,jul,33,Chinese Taipei TPE,51.93
2004,jul,34,Switzerland SUI,51.89
2004,jul,35,Brazil BRA,51.56
2004,jul,36,Paraguay PAR,51.25
2004,jul,37,Poland POL,50.74
2004,jul,38,Croatia CRO,49.33
2004,jul,39,Arabian Gulf AER,48.98
2004,jul,40,Denmark DEN,48.96
2004,jul,41,Cote D'Ivoire CIV,48.87
2004,jul,42,Moldova MDA,48.77
2004,jul,43,Madagascar MAD,48.2
2004,jul,44,China CHN,48.17
2004,jul,45,Zimbabwe ZIM,47.22
2004,jul,46,Venezuela VEN,46.98
2004,jul,47,Kazakhstan KAZ,46.89
2004,jul,48,Trinidad & Tobago TRI,46.36
2004,jul,49,Kenya KEN,46.3
2004,jul,50,Belgium BEL,46.06
2004,jul,51,Slovenia SVN,45.91
2004,jul,52,Peru PER,45.75
2004,jul,53,Sweden SWE,45.75
2004,jul,54,Singapore SIN,45.25
2004,jul,55,Latvia LAT,45.21
2004,jul,56,Bermuda BER,44.57
2004,jul,57,Malta MLT,44.17
2004,jul,58,Cook Islands COK,44
2004,jul,59,Thailand THA,43.98
2004,jul,60,Cayman Islands CAY,43.97
2004,jul,61,Zambia ZAM,43.82
2004,jul,62,Sri Lanka SRI,43.6
2004,jul,63,Papua New Guinea PNG,43.52
2004,jul,64,Andorra AND,42.6
2004,jul,65,Serbia SRB,42.09
2004,jul,66,Niue Island NIU,41.51
2004,jul,67,Luxembourg LUX,41.36
2004,jul,68,Lithuania LTU,41.2
2004,jul,69,Uganda UGA,41.11
2004,jul,70,Malaysia MAS,40.8
2004,jul,71,Guam GUM,40
2004,jul,71,St Lucia LCA,40
2004,jul,71,St Vincent and the Grenadines SVG,40
2004,jul,74,Nigeria NGA,39.87
2004,jul,75,Solomon Islands SOL,39.67
2004,jul,76,Hungary HUN,39.4
2004,jul,77,Austria AUT,39.06
2004,jul,78,Cameroon CAM,38.97
2004,jul,79,Guyana GUY,38.95
2004,jul,80,Monaco MON,38.81
2004,jul,81,Colombia COL,38.63
2004,jul,82,Barbados BRB,38.48
2004,jul,83,Senegal SEN,38.02
2004,jul,84,Jamaica JAM,37.93
2004,jul,85,Swaziland SWZ,37.92
2004,jul,86,Tahiti PYF,37.62
2004,jul,87,Israel ISR,36.69
2004,jul,88,Botswana BWA,35.82
2004,jul,89,Vanuatu VAN,35.67
2004,jul,90,Bulgaria BUL,35.08
2004,jul,91,Norway NOR,34.93
2004,jul,92,India IND,34.62
2004,jul,93,Bahamas BHS,34.2
2004,jul,94,Bosnia & Herzegovina BIH,31.32
